"","Organization.Name","Address","City","State","Postcode","Main.Phone..","Discipline","Council.District","Community.Board","Borough","Latitude","Longitude","Census.Tract","BIN","BBL","NTA"
"116","Brooklyn Waterfront Artist Coalition","481 Van Brunt Street, Unit 7","Brooklyn","NY","11231","(718) 422-1111","Visual Arts","Brooklyn Council District #38","Brooklyn Community Board #6","Brooklyn",40.674365,-74.016392,53,NA,NA,"Carroll Gardens-Columbia Street-Red Hook"
"117","Brooklyn Youth Chorus Academy, Inc.","179 Pacific Street","Brooklyn","NY","11201","(718) 243-9447 x235","Music","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn",40.689281,-73.993549,45,3002990,3002867503,"Carroll Gardens-Columbia Street-Red Hook"
"118","Brooklyn Youth Music Project, Inc.","296 Windsor Pl","Brooklyn","NY","11218","(718) 350-1265","Music","Brooklyn Council District #39","Brooklyn Community Board #7","Brooklyn",40.656816,-73.974703,171,3121884,3052570029,"Windsor Terrace"
"119","Bukharian Jewish Theater Studio, Inc.","99-37 64th Road","Rego Park","NY","11374","(718) 459-3341","Theater","Queens Council District #24","Queens Community Board #8","Queens",40.730758,-73.854394,721,4050828,4021130059,"Forest Hills"
"120","Bukharian Jewish Theater Vozrozhdeniye","139-60 85th Drive, Suite 4E","Queens","NY","11435","(718) 293-0593","Theater","Queens Council District #24","Queens Community Board #8","Queens",40.708914,-73.814744,214,4440103,4097100037,"Briarwood-Jamaica Hills"
"121","CBD Music, Inc.","552 Riverside Drive","New York","NY","10027","(646) 352-1826","Music","Manhattan Council District #9","Manhattan Community Board #9","Manhattan",40.816576,-73.960545,211,1059892,1019950077,"Morningside Heights"
"122","CSC Repertory, Ltd.","136 East 13th Street","New York","NY","10003","(212) 677-4210 x14","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.733145,-73.988984,42,1009015,1005580024,"East Village"
"123","CUE Art Foundation","137 West 25th Street","New York","NY","10001","(212) 206-3583","Visual Arts","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.744681,-73.99302,91,1068241,1008017501,"Hudson Yards-Chelsea-Flatiron-Union Square"
"124","Camera Club of New York, Inc.","126 Baxter Street","New York","NY","10013","(718) 387-2118","Visual Arts","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.718142,-73.998954,41,1002668,1002070015,"SoHo-TriBeCa-Civic Center-Little Italy"
"125","Canopy Canopy Canopy, Inc.","264 Canal Street, Suite 3W","New York","NY","10013","(240) 472-7260","Visual Arts","Brooklyn Council District #39","Brooklyn Community Board #6","Manhattan",40.718752,-74.000996,31,1002345,1001960015,"SoHo-TriBeCa-Civic Center-Little Italy"
"126","Canticorum Virtuosi, Inc.","1392 Madison Avenue","New York","NY","10029","(914) 763-3453","Music","Manhattan Council District #8","Manhattan Community Board #7","Manhattan",40.78763,-73.953885,16002,1051454,1016020057,"East Harlem South"
"127","Caribbean American Repertory Theatre, Inc.","114-13 Ovid Place","New York","NY","11412","(212) 963-6459","Theater","Queens Council District #27","Queens Community Board #12","Queens",40.697103,-73.766546,400,4221406,4104030027,"St. Albans"
"128","Center for Italian Modern Art","421 Broome Street","New York","NY","10013","(646) 370-3596","Museum","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.721252,-73.998662,45,1079136,1004737505,"SoHo-TriBeCa-Civic Center-Little Italy"
"129","Central Park Brass, Inc.","1435 Lexington Avenue, #7F","New York","NY","10128","(646) 201-5242","Music","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",40.784248,-73.952103,15801,1048403,1015220050,"Upper East Side-Carnegie Hill"
"130","Chamber Music America, Inc.","12 West 32nd Street","New York","NY","10001","(212) 242-2022 x15","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.747475,-73.986278,76,1015826,1008330052,"Midtown-Midtown South"
"131","Chamber Music Society of Lincoln Center, Inc.","70 Lincoln Center Plaza, Tenth Floor","New York","NY","10023","(212) 875-5799","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.773626,-73.983591,149,1077844,1011377501,"Lincoln Square"
"132","Chamber Orchestra of New York Ottorino Respighi","450 Lexington Avenue, #1514","New York","NY","10163","(646) 642-8441","Music","Manhattan Council District #5","Manhattan Community Board #6","Manhattan",40.753102,-73.974854,92,1085671,1012800090,"Turtle Bay-East Midtown"
"133","Character Studies Productions, Inc.","202 West 107th Street 6-W","New York","NY","10025","(212) 665-8279","Theater","Manhattan Council District #8","Manhattan Community Board #7","Manhattan",40.801229,-73.965513,195,1056641,1018780036,"Morningside Heights"
"134","Chelsea Art Museum","556 West 22nd Street","New York","NY","10011","(212) 255-0719","Museum","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.747733,-74.006374,99,1012319,1006930064,"Hudson Yards-Chelsea-Flatiron-Union Square"
"135","Chelsea Symphony","245 Eighth Avenue","New York","NY","10011","(888) 741-2915","Music","Manhattan Council District #2","Manhattan Community Board #4","Manhattan",40.744901,-73.998784,93,1013361,1007460038,"Hudson Yards-Chelsea-Flatiron-Union Square"
"136","Cherry Lane Alternative, Inc.","38 Commerce Street","New York","NY","10014","(212) 989-2020 x31","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.731451,-74.005203,67,1009827,1005840027,"West Village"
"137","Children's Aid Society","105 East 22nd Street","New York","NY","10010","(212) 949-4696","Music","Manhattan Council District #2","Manhattan Community Board #6","Manhattan",40.739265,-73.986215,68,1018010,1008780001,"Gramercy"
"138","Children's Art Carnival","62 Hamilton Terrace","New York","NY","10031","(212) 234-4093","Visual Arts","Manhattan Council District #7","Manhattan Community Board #9","Manhattan",40.823075,-73.946309,227,1060961,1020500064,"Hamilton Heights"
"139","Children's Museum of Manhattan","212 West 83rd Street","New York","NY","10024","(212) 721-1223","Museum","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.785946,-73.976961,171,1032767,1012300038,"Upper West Side"
"140","Children's Museum of the Arts","103 Charlton Street","New York","NY","10014","(212) 274-0986","Museum","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.7274,-74.008006,37,1010378,1005980058,"SoHo-TriBeCa-Civic Center-Little Italy"
"141","Children's Theatre Company of New York","526 West 26th Street","New York","NY","10001","(212) 633-6629","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.750094,-74.003999,99,1012386,1006970047,"Hudson Yards-Chelsea-Flatiron-Union Square"
"142","Chinese Theatre Works, Inc.","37-18 Northern Boulevard, # 105","Long Island City","NY","11101","(718) 392-3493","Theater","Queens Council District #21","Queens Community Board #3","Queens",40.752096,-73.925887,171,4003103,4002140040,"Hunters Point-Sunnyside-West Maspeth"
"143","Choral Chameleon, Inc.","199 Carroll Street","New York","NY","11231","(973) 220-8593","Music","Manhattan Council District #3","Manhattan Community Board #5","Brooklyn",40.681472,-73.997963,65,3004837,3003510048,"Carroll Gardens-Columbia Street-Red Hook"
"144","Circle in the Square Theatre School, Inc.","1633 Broadway","New York","NY","10019","(212) 307-0388","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.761574,-73.983962,131,1024812,1010220043,"Midtown-Midtown South"
"145","Circus Amok, Inc.","190 Bedford Avenue, Apt. 213","Brooklyn","NY","11211","(718) 486-7432","Theater","Brooklyn Council District #33","Brooklyn Community Board #1","Brooklyn",40.717564,-73.958031,553,3062083,3023270026,"North Side-South Side"
"146","Citizens Against Recidivism, Inc.","137-58 Thurston St","Springfield Gardens","NY","11413","(347) 626-7233","Visual Arts","Queens Council District #27","Queens Community Board #12","Queens",40.673254,-73.760079,330,4534276,4130230042,"Springfield Gardens North"
"147","City Grand Opera Society, Inc.","250 West 54th Street, Suite 807","New York","NY","10019","(212) 245-8837","Music","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",40.764308,-73.983145,131,1024842,1010250054,"Midtown-Midtown South"
"148","City Island Theater Group","160 Pilot Street, #127","Bronx","NY","10464","(718) 885-3190","Theater","Bronx Council District #13","Bronx Community Board #10","Bronx",40.841299,-73.783771,516,2082434,2056400018,"Pelham Bay-Country Club-City Island"
"149","City Lights Youth Theatre, Inc.","630 Ninth Avenue, Suite 1411","New York","NY","10036","(212) 262-4104","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.760038,-73.991449,121,1024982,1010350001,"Clinton"
"150","CityArts, Inc.","525 Broadway, Ste. 700","New York","NY","10012","(212) 966-0377","Visual Arts","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.722852,-73.998972,49,1007248,1004840009,"SoHo-TriBeCa-Civic Center-Little Italy"
"151","Classic Chamber Players","1133 Broadway","New York","NY","10010","(914) 762-8878","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.743523,-73.989073,58,1015625,1008270049,"Hudson Yards-Chelsea-Flatiron-Union Square"
"152","Classical Domain","218 East 18th Street","New York","NY","10003","(212) 366-6900 x201","Music","Brooklyn Council District #33","Brooklyn Community Board #6","Brooklyn",40.645866,-73.962408,512,3117582,3051210018,"Flatbush"
"153","Cliplight Theatre Company, Inc.","555 West 52nd Street, Apt. 806","New York","NY","10019","(917) 385-9090","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.76671,-73.992697,135,1088745,1010810070,"Clinton"
"154","Clubbed Thumb, Inc.","440 Lafayette St, 4th Floor","New York","NY","10003","(212) 228-0153","Theater","Manhattan Council District #2","Manhattan Community Board #6","Manhattan",40.729327,-73.991907,57,1088676,1005450026,"West Village"
"155","Coalition to Preserve Reggae Music, Inc.","1199 Ocean Avenue","New York","NY","11230","(718) 421-6927","Music","Brooklyn Council District #45","Brooklyn Community Board #14","Brooklyn",40.633332,-73.957818,766,3121393,3052410006,"Flatbush"
"156","Cocolart","555 West 186th Street, #4C","New York","NY","10033","(646) 225-0333","Visual Arts","Manhattan Council District #10","Manhattan Community Board #12","Manhattan",40.852009,-73.930587,269,1063801,1021570093,"Washington Heights North"
"157","Collaborative Arts Project 21, Inc.","18 West 18th Street,  6th Floor","New York","NY","10011","(212) 807-0202 x14","Theater","Manhattan Council District #5","Manhattan Community Board #3","Manhattan",40.738859,-73.99266,54,1015426,1008190056,"Hudson Yards-Chelsea-Flatiron-Union Square"
"158","Collaborative Urban Sculpture, Inc.","62 Washington Ave. #1","Brooklyn","NY","11205","(917) 418-3516","Visual Arts","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn",40.69688,-73.967587,543,3054139,3018740042,"park-cemetery-etc-Brooklyn"
"159","Collapsable Giraffe, Inc.","251 Pacific Street, Apt. 25","Brooklyn","NY","11201","(917) 821-4451","Theater","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn",40.68835,-73.990499,43,3000830,3001810039,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"160","Colonial Dames of America/Mount Vernon Hotel Museum & Garden","421 East 61st Street","New York","NY","10065","(212) 838-6878 x28","Museum","Manhattan Council District #5","Manhattan Community Board #8","Manhattan",40.760589,-73.960401,10602,1045284,1014560012,"Lenox Hill-Roosevelt Island"
"161","Colonial Farmhouse Restoration Society of Bellerose, Inc.","73-50 Little Neck Parkway","Floral Park","NY","11004","(718) 347-3276 x13","Museum","Queens Council District #23","Queens Community Board #13","Queens",40.748163,-73.719431,1567,4438378,4084010001,"Bellerose"
"162","Colt Coeur Theater Company, Inc.","138 South Oxford Street","Brooklyn","NY","11217","(646) 489-7380","Theater","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn",40.685073,-73.973221,179,3000000,3020040048,"Fort Greene"
"163","Community Center of the Rockaway Peninsula, Inc.","257 Beach 17th Street","Far Rockaway","NY","11691","(718) 868-2300 x206","Music","Queens Council District #31","Queens Community Board #14","Queens",40.596751,-73.751147,101001,4454258,4156340094,"Far Rockaway-Bayswater"
"164","Community New Horizons of New York, Inc.","341 Wadsworth Avenue, Suite B","New York","NY","10040","(212) 543-0682","Visual Arts","Manhattan Council District #10","Manhattan Community Board #12","Manhattan",40.855572,-73.930757,279,1064021,1021690001,"Washington Heights North"
"165","Composers Collaborative, Inc.","210 Riverside Drive, Apt. 11G","New York","NY","10025","(212) 663-1967","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.79423,-73.976518,179,1034130,1012520034,"Upper West Side"
"166","Composers Concordance, Inc.","1510 york ave #2b","New Yrok","NY","10075","(212) 663-8826","Music","Manhattan Council District #5","Manhattan Community Board #8","Manhattan",40.771967,-73.950004,136,1050773,1015760049,"Yorkville"
"167","Concert Artists Guild, Inc.","850 Seventh Avenue","New York","NY","10019","(212) 333-5200 x11","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.763942,-73.981192,137,1024854,1010260032,"Midtown-Midtown South"
"168","Concerts in Motion, Inc.","341 W38th Street","New York","NY","10018","(212) 498-9868","Music","Manhattan Council District #3","Manhattan Community Board #7","Manhattan",40.755237,-73.992864,115,1013637,1007620011,"Clinton"
"169","Concerts in the Heights","251 Seaman Avenue, #1F","New York","NY","10034","(212) 543-0475","Music","Manhattan Council District #7","Manhattan Community Board #12","Manhattan",40.871766,-73.918157,307,1065036,1022430366,"Marble Hill-Inwood"
"170","Concrete Temple Theatre","211 East 14th Street, Apt. 10","New York","NY","10003","(212) 598-9135","Theater","Manhattan Council District #2","Manhattan Community Board #6","Manhattan",40.733092,-73.986678,48,1019503,1008960010,"Gramercy"
"171","Conference House Association, Inc.","298 Satterlee Street","Staten Island","NY","10307","(718) 984-0415","Museum","Staten Island Council Dist #51","Staten Island Community Brd #3","Staten Island",40.502357,-74.25144,24402,5126463,5078570001,"Charleston-Richmond Valley-Tottenville"
"172","Contemporary Art for America, Inc.","330 West 15th Street, Suite 5D","New York","NY","10011","(212) 645-2895","Museum","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.740866,-74.003046,83,1013028,1007380057,"Hudson Yards-Chelsea-Flatiron-Union Square"
"173","Converging Arts Media Organization","57 Stanton Street","New York","NY","10002","(212) 995-5290","Visual Arts","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",40.721976,-73.990259,3601,1077627,1004210060,"Chinatown"
"174","Cooper-Hewitt, National Design Museum","2 East 91st Street","New York","NY","10128","(212) 849-8373","Museum","Manhattan Council District #5","Manhattan Community Board #8","Manhattan",40.784607,-73.957866,15002,1046980,1015020001,"Upper East Side-Carnegie Hill"
"175","Council For Living Music, Inc.","322 West 48th Street, 3rd Floor","New York","NY","10036","(212) 245-4802","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.761399,-73.987896,127,1025108,1010380043,"Clinton"
