Organization Name,Address,City,State,Postcode,Main Phone #,Discipline,Council District,Community Board,Borough,Latitude,Longitude,Census Tract,BIN,BBL,NTA
"Aperture Foundation, Inc.","547 West 27th Street, 4th Floor",New York,NY,10001,(212) 946-7117,Photography,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.750893,-74.003934,99,1012403,1006990005,Hudson Yards-Chelsea-Flatiron-Union Square
ApexArt Curatorial Program,291 Church Street,New York,NY,10013,(212) 431-5270,Visual Arts,Manhattan Council District #1,Manhattan Community Board #10,Manhattan,40.719084,-74.004654,33,1002206,1001930019,SoHo-TriBeCa-Civic Center-Little Italy
"Apollo Theater Foundation, Inc.",253 West 125th Street,New York,NY,10027,(212) 531-5332,"Multi-Discipline, Performing",Manhattan Council District #9,Manhattan Community Board #10,Manhattan,40.809778,-73.95021,222,1058654,1019310010,Central Harlem South
"Appleby Foundation, Inc.","579 Broadway, 4B, Apt. 4B",New York,NY,10012,(212) 431-8489,Dance,Manhattan Council District #2,Manhattan Community Board #1,Manhattan,40.724612,-73.997478,49,1007953,1005120020,SoHo-TriBeCa-Civic Center-Little Italy
"Aquila Theatre Company, Inc.",100 Washington Square East,New York,NY,10003,(212) 992-9642,Theater,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.73054,-73.995706,59,1008820,1005470001,West Village
"Arab American Association of NY, Inc.",7111 5th Avenue,Brooklyn,NY,11209,(718) 745-3523,"Multi-Discipline, Performing",Brooklyn Council District #43,Brooklyn Community Board #10,Brooklyn,40.63238,-74.021444,130,3146649,3058930010,Bay Ridge
Arab-American Family Support Center Inc.,150 Court Street,Brooklyn,NY,11201,(718) 643-8000,Folk Arts,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,40.688806,-73.992806,45,3003069,3002920026,Carroll Gardens-Columbia Street-Red Hook
"Archipelago Books, Inc.","232 Third Street, Room A111",Brooklyn,NY,11215,(718) 852-6134,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #38,Brooklyn Community Board #6,Brooklyn,40.674909,-73.987671,119,3337594,3009800008,Park Slope-Gowanus
Architectural League of New York,"594 Broadway, Suite 607",New York,NY,10012,(212) 753-1722,Architecture/Design,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.72496,-73.997157,43,1007944,1005110012,SoHo-TriBeCa-Civic Center-Little Italy
Archive for Research in Archetypal Symbolism,28 East 39th Street,New York,NY,10016,(212) 697-3480,Other,Manhattan Council District #4,Manhattan Community Board #6,Manhattan,40.750619,-73.980023,82,1017240,1008680050,Murray Hill-Kips Bay
"Arcos Orchestra, Ltd.",17 E 96th St 14B,New York,NY,10128,(772) 766-2851,Music,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,40.78765,-73.955138,16002,1051441,1016020013,East Harlem South
Ardea Arts,463 Broome Street,New York,NY,10013,(212) 431-7039,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.722419,-74.001147,47,1007034,1004740009,SoHo-TriBeCa-Civic Center-Little Italy
"Arete Education, Inc.",557 Grand Concourse,Bronx,NY,10451,(646) 504-2015,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #8,Bronx Community Board #1,Bronx,40.819057,-73.927092,63,2001057,2023470024,West Concourse
Arete Living Arts Foundation,64 Dupont St 2L,Brooklyn,NY,11222,(718) 349-1681,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.735643,-73.95749,563,3063810,3024950015,Greenpoint
Argento New Music Project,PO Box 824,New York,NY,10024-0540,(212) 665-4444,Music,Manhattan Council District #9,Manhattan Community Board #9,Manhattan,,,,,,
"Armitage Foundation, Ltd.",9 North Moore St. #4,New York,NY,10013,(212) 431-4314,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.719748,-74.006414,33,1002175,1001907502,SoHo-TriBeCa-Civic Center-Little Italy
"Around the Block, Inc.","5 East 22nd Street, Suite 9K",New York,NY,10010,(212) 673-9187,Theater,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,40.740426,-73.988976,56,1016304,1008517501,Hudson Yards-Chelsea-Flatiron-Union Square
"Ars Nova Theater I, Inc.",511 West 54th Street,New York,NY,10019,(212) 489-9800 x139,"Multi-Discipline, Performing",Manhattan Council District #6,Manhattan Community Board #4,Manhattan,40.767432,-73.990523,135,1027060,1010830026,Clinton
"Art Beyond Sight, Inc.",589 Broadway,New York,NY,10012,(212) 334-8720,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.724818,-73.997305,49,1007952,1005120017,SoHo-TriBeCa-Civic Center-Little Italy
Art Connects New York,"4 West 43rd Street, #507",New York,NY,10036,(646) 546-5334,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.754371,-73.980932,96,1034201,1012580042,Midtown-Midtown South
"Art Creates Us, Inc.",601 WEST 26TH ST,NEW YORK,NY,10001,(212) 256-1947,Visual Arts,Manhattan Council District #3,Manhattan Community Board #4,Brooklyn,,,,,,
"Art Deco Society of New York, Inc.",P.O. Box 6205,New York,NY,10150,(212) 679-3326,Architecture/Design,Manhattan Council District #5,Manhattan Community Board #6,Bronx,,,,,,
"Art Directors Club, Inc.",106 West 29th Street,New York,NY,10001,(212) 643-1440,Architecture/Design,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.746882,-73.99062,95,1015125,1008040044,Midtown-Midtown South
Art For Progress,"133 Mulberry Street, #4W1",New York,NY,10013,(212) 475-4185,"Multi-Discipline, Non-Perform",Manhattan Council District #2,Manhattan Community Board #2,Manhattan,40.718455,-73.99776,41,1003081,1002367503,SoHo-TriBeCa-Civic Center-Little Italy
Art House Astoria Conservatory for Music and Art,23-35 Broadway,Astoria,NY,11106,(347) 738-4148,"Multi-Discipl, Perf & Non-Perf",Queens Council District #22,Queens Community Board #1,Queens,40.764312,-73.930025,75,4006568,4005670007,Astoria
"Art Kibbutz, Inc.",500 W 235th Street,Bronx,NY,10463,(347) 479-8274,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #11,Bronx Community Board #8,Manhattan,,,,,,
"Art Lab, Inc.",1000 Richmond Terrace,Staten Island,NY,10301,(718) 447-8667,Visual Arts,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island,40.645232,-74.104674,97,5000000,5000760200,West New Brighton-New Brighton-St. George
Art Loisaida Foundation,608 E.9th St.,New York,NY,10009,(212) 674-4057,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.725963,-73.979601,2602,1004739,1003910011,Lower East Side
Art Omi Inc.,"55 Fifth Avenue, 15th Floor",New York,NY,10003,(212) 206-5660,"Multi-Discipline, Performing",Manhattan Council District #2,Brooklyn Community Board #3,Manhattan,40.734877,-73.994422,61,1009373,1005707501,West Village
"Art Radio International, Inc.",159 Pioneer St,Brooklyn,NY,11231,(212) 233-1096,New Media,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.705374,-74.003188,1502,,,Battery Park City-Lower Manhattan
Art Resources Transfer,"526 W 26th St., #614",New York,NY,10001,(212) 255-2919,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.750094,-74.003999,99,1012386,1006970047,Hudson Yards-Chelsea-Flatiron-Union Square
"Art Resources for Teachers and Students, Inc.",134 Henry Street,New York,NY,11372,(212) 962-8231,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.713311,-73.990863,6,1003263,1002730032,Lower East Side
"Art Song Preservation Society of New York, Inc.",PO Box 177,New York,NY,10113,(646) 263-7829,Music,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,,,,,,
"Art Start, Inc.",526 West 26th Street Suite 501,New York,NY,10001,(212) 460-0019,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.750094,-74.003999,99,1012386,1006970047,Hudson Yards-Chelsea-Flatiron-Union Square
Art Students League of New York,215 West 57th Street,New York,NY,10019,(212) 247-4510 x108,Visual Arts,Manhattan Council District #7,Manhattan Community Board #5,Manhattan,40.765864,-73.980824,137,1080846,1010290023,Midtown-Midtown South
"Art Sweats, Inc.",75 Broad Street,New York,NY,10004,(212) 677-2503,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.704487,-74.011556,9,1000849,1000290070,Battery Park City-Lower Manhattan
"Art for Change, Inc.",1699 Lexington Avenue,New York,NY,10029,(212) 348-7044,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.792606,-73.946001,172,1052053,1016340052,East Harlem South
"Art in General, Inc.",20 Jay Street,New York,NY,11201,(212) 219-0473 x36,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Brooklyn,40.704313,-73.986587,21,3000010,3000190001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"Art of Brooklyn Festival, Inc.",145 72nd St.,Brooklyn,NY,11209,(917) 538-1799,Film/Video/Audio,Brooklyn Council District #43,Brooklyn Community Board #10,Brooklyn,40.634612,-74.031526,36,3146490,3058890058,Bay Ridge
"Art of the Early Keyboard, Inc.","170 West 73rd Street, Apt. 3C",New York,NY,10023,(212) 967-9157,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.778865,-73.980145,157,1029960,1011440061,Lincoln Square
"Art's House Schools, Inc.",1001-1003 Surf Avenue,Brooklyn,NY,11224,(718) 996-2000,Dance,Brooklyn Council District #48,Brooklyn Community Board #13,Brooklyn,40.57545,-73.978006,350,3346337,3072680228,West Brighton
"Art21, Inc.","231 West 29th Street, #706",New York,NY,10001,(212) 741-7133,Visual Arts,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.748299,-73.993937,95,1014283,1007790017,Midtown-Midtown South
"ArtBridge Projects, Inc.",601 West 26h Street,New York,NY,10001,(917) 720-5742,Visual Arts,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,,,,,,
"ArtCouncil, Inc.","210 Eleventh Avenue, Ste. 503",New York,NY,10001,(212) 727-2233 x207,Visual Arts,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.74986,-74.006291,99,1012378,1006960065,Hudson Yards-Chelsea-Flatiron-Union Square
"ArtCrawl Harlem, Inc.",363 Malcolm X Blvd,New York,NY,10027,(212) 866-7427,Visual Arts,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,40.809844,-73.943986,224,1057946,1019130030,Central Harlem North-Polo Grounds
"ArteEast, Inc.",300 Cadman Plaza West,Brooklyn,NY,11201,(718) 282-5938,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #4,Queens,,,,,,
"Arthur Aviles Typical Theatre, Inc.",2474 Westchester Avenue,Bronx,NY,10461,(718) 842-5223,"Multi-Discipline, Performing",Bronx Council District #17,Bronx Community Board #2,Bronx,40.838109,-73.845078,96,2097349,2038480018,Westchester-Unionport
"Artichoke Dance Company, Inc.",121 Sterling Place,Brooklyn,NY,11217,(917) 627-8770,"Multi-Discipline, Performing",Brooklyn Council District #33,Brooklyn Community Board #6,Brooklyn,40.677421,-73.974533,161,3019121,3009427501,Prospect Heights
Artist Exchange International on Broadway,"107 Suffolk Street, #35",New York,NY,10002,(212) 226-5169,Visual Arts,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.718943,-73.986122,1402,1004301,1003530054,Lower East Side
"Artist's Theatre Repertory Ensemble, Inc.",6776 Booth St,Forest Hills,NY,11375,(718) 683-2225,Theater,Queens Council District #29,Queens Community Board #6,Queens,40.724783,-73.851965,71305,4075055,4031670028,Forest Hills
"Artistic Dreams International, Inc.",P.O Box 89,NEW YORK,NY,10027,(917) 294-1431,Visual Arts,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,,,,,,
"Artistic Noise, Inc.",315 Flatbush Ave #507,Brooklyn,NY,11217,(718) 496-8873,Visual Arts,Brooklyn Council District #35,Brooklyn Community Board #8,Bronx,,,,,,
"Artists Alliance, Inc.","107 Suffolk Street, Room 411",New York,NY,10002,(212) 420-9202,Visual Arts,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.718943,-73.986122,1402,1004301,1003530054,Lower East Side
Artists Space,55 Walker Street,New York,NY,10013,(212) 226-3970 x307,Visual Arts,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.718952,-74.003268,33,1075735,1001937503,SoHo-TriBeCa-Civic Center-Little Italy
"Artists Unite, Inc.",730 W. 183rd Street #3D,New York,NY,10033,(917) 312-6691,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #7,Manhattan Community Board #12,Manhattan,40.851978,-73.937231,273,1064387,1021800015,Washington Heights North
"Artists in Residence, Inc.",155 Plymouth Street,Brooklyn,NY,11201,(212) 255-6651,Visual Arts,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.703784,-73.987077,21,3000010,3000190001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
Artopolis Development,431 45th Street,Brooklyn,NY,11220,(718) 412-8515,Visual Arts,Brooklyn Council District #38,Brooklyn Community Board #7,Brooklyn,40.648754,-74.008793,80,3011229,3007380064,Sunset Park West
"Arts & Business Council, Inc.","1 East 53rd Street, 3rd Floor",New York,NY,10022,(212) 279-5910 x1119,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.760324,-73.975584,102,1035725,1012890005,Midtown-Midtown South
"Arts & Democracy, Inc.",88 Prospect Park West #3D,Brooklyn,NY,11215,(718) 965-1509,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,40.66735,-73.974573,165,3025555,3010830038,Park Slope-Gowanus
"Arts @ Henson-Parks, Inc.",11460 174TH STREET,JAMAICA,NY,11434,(646) 996-8500,Photography,Queens Council District #27,Queens Community Board #12,Queens,40.691401,-73.775888,432,4268603,4123950029,St. Albans
"Arts Connection, Inc.","520 Eighth Avenue, Suite 321",New York,NY,10018,(212) 302-7433 x468,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.753612,-73.992417,109,1083624,1007860001,Midtown-Midtown South
"Arts Engine, Inc.",145 West 24th Street,New York,NY,10011,(646) 230-6368 x214,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.744129,-73.99363,91,1014975,1008000015,Hudson Yards-Chelsea-Flatiron-Union Square
"Arts For All, Inc.","119 West 23rd Street, 5th Floor",New York,NY,10011,(212) 591-6108,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #2,Manhattan,40.743248,-73.993591,91,1014952,1007990028,Hudson Yards-Chelsea-Flatiron-Union Square
Arts Horizons LeRoy Neiman Art Center,2785 Frederick Douglass Blvd.,New York,NY,10039,(212) 862-2787,Visual Arts,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,40.824667,-73.940595,259,1087475,1020450054,Central Harlem North-Polo Grounds
Arts Indonesia,49 India St. apt 4L,Brooklyn,NY,11222,(617) 767-9435,"Multi-Discipline, Performing",Manhattan Council District #9,Manhattan Community Board #10,Manhattan,,,,,,
"Arts On Site NYC, Inc.","12 Saint Marks Place, #3F",New York,NY,10003,(919) 614-0505,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.729206,-73.989115,38,1006665,1004630015,East Village
"Arts Resources in Collaboration, Inc.",70 East 10th Street,New York,NY,10003,(212) 206-6492,Dance,Manhattan Council District #6,Manhattan Community Board #3,Manhattan,40.731413,-73.990705,57,1008954,1005550001,West Village
"Arts for Art, Inc.","107 Suffolk Street, #300",New York,NY,10002,(212) 254-5420,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.718943,-73.986122,1402,1004301,1003530054,Lower East Side
Arts in the Armed Forces,PO Box 20687,Brooklyn,NY,11202,(917) 855-8455,Theater,Brooklyn Council District #39,Brooklyn Community Board #7,Manhattan,,,,,,
"Artsgenesis, Inc.","154 Christopher Street, Suite 2A",New York,NY,10014,(212) 741-1414 x15,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.73273,-74.008129,69,1010421,1006040033,West Village
Asase Yaa Cultural Arts Foundation,1803 Fulton Street,New York,NY,11233,(347) 915-2563,"Multi-Discipline, Performing",Brooklyn Council District #41,Brooklyn Community Board #3,Brooklyn,40.679168,-73.926841,381,3047930,3016950049,Crown Heights North
"Ascension Music Chorus and Orchestra, Inc.",12 West 11th Street,New York,NY,10011,(212) 358-1469,Music,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.734328,-73.995775,63,1009538,1005740038,West Village
"Asia Art Archive in America, Inc.",43 Remsen Street (Garden Floor),Brooklyn,NY,11201,(718) 522-2299,Visual Arts,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.694746,-73.996812,301,3002021,3002470008,Brooklyn Heights-Cobble Hill
Asia Society,725 Park Avenue,New York,NY,10021,(212) 327-9218,Museum,Manhattan Council District #4,Manhattan Community Board #4,Manhattan,40.770032,-73.964594,128,1042714,1014050001,Upper East Side-Carnegie Hill
"Asian American Activity Center, Inc.","396 Broadway, Suite 205",New York,NY,10013,(212) 431-0368,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.718488,-74.002644,31,1002323,1001950007,SoHo-TriBeCa-Civic Center-Little Italy
Asian American Arts Alliance,"20 Jay Street, Suite 740",Brooklyn,NY,11201,(212) 941-9208 x1,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.718068,-74.010191,39,1001553,1001430021,SoHo-TriBeCa-Civic Center-Little Italy
